province,year,month,mean_lights
Ifugao,2022,8,0.261947828
Kalinga,2022,8,0.262600483
Mountain Province,2022,8,0.256802225
Metropolitan Manila,2022,8,18.48323806
Ilocos Norte,2022,8,0.390792086
Ilocos Sur,2022,8,0.470978463
La Union,2022,8,0.522947252
Pangasinan,2022,8,0.573381105
Batanes,2022,8,0.275134002
Cagayan,2022,8,0.31172401
Isabela,2022,8,0.359806359
Nueva Vizcaya,2022,8,0.30390438
Quirino,2022,8,0.288757516
Albay,2022,8,0.571138742
Camarines Norte,2022,8,0.359648066
Camarines Sur,2022,8,0.431239829
Catanduanes,2022,8,0.270991122
Masbate,2022,8,0.33187298
Sorsogon,2022,8,0.397080214
Aklan,2022,8,0.423351859
Antique,2022,8,0.36612199
Capiz,2022,8,0.374220547
Negros Occidental,2022,8,0.583272692
Bohol,2022,8,0.383642459
Cebu,2022,8,1.246969726
Negros Oriental,2022,8,0.355920717
Siquijor,2022,8,0.079884011
Eastern Samar,2022,8,0.252295002
Northern Samar,2022,8,0.321116519
Southern Leyte,2022,8,0.291147903
Samar,2022,8,0.273551492
Agusan Del Norte,2022,8,0.453548263
Agusan Del Sur,2022,8,0.312731334
Surigao Del Sur,2022,8,0.33213897
Lanao Del Sur,2022,8,0.342511694
Sulu,2022,8,0.341172845
Tawi-tawi,2022,8,0.376333341
Basilan,2022,8,0.309930063
Zamboanga Del Norte,2022,8,0.288270744
Bukidnon,2022,8,0.334848864
Camiguin,2022,8,0.380579619
Misamis Occidental,2022,8,0.301899286
Misamis Oriental,2022,8,0.661469844
Lanao Del Norte,2022,8,0.404033482
Davao Del Sur,2022,8,0.845458476
Davao Oriental,2022,8,0.332925033
North Cotabato,2022,8,0.341754774
Sultan Kudarat,2022,8,0.329395715
Bataan,2022,8,0.814280807
Bulacan,2022,8,1.435910004
Nueva Ecija,2022,8,0.485802992
Pampanga,2022,8,2.22047198
Tarlac,2022,8,0.705834911
Zambales,2022,8,0.310390979
Aurora,2022,8,0.237910059
Batangas,2022,8,1.262794783
Cavite,2022,8,3.638525062
Laguna,2022,8,2.073121421
Quezon,2022,8,0.381057108
Rizal,2022,8,1.63556638
Marinduque,2022,8,0.294808521
Mindoro Occidental,2022,8,0.266772172
Mindoro Oriental,2022,8,0.35637014
Palawan,2022,8,0.316303258
Romblon,2022,8,0.29991916
Guimaras,2022,9,0.111658061
Iloilo,2022,9,0.045574326
Biliran,2022,9,0.113360877
Leyte,2022,9,0.160327259
Saranggani,2022,9,0.160447963
South Cotabato,2022,9,0.316332333
Compostela,2022,9,0.289003694
Davao del Norte,2022,9,0.148641278
Zamboanga Sibugay,2022,9,0.05342835
Zamboanga Del Sur,2022,9,0.13297395
Dinagat,2022,9,0.232399851
Surigao Del Norte,2022,9,0.027553916
Maguindanao,2022,9,0.086493773
Shariff Kabunsuan,2022,9,0.044426244
Abra,2022,9,0.294761386
Apayao,2022,9,0.291850252
Benguet,2022,9,0.625341448
Ifugao,2022,9,0.303622872
Kalinga,2022,9,0.318162725
Mountain Province,2022,9,0.290657563
Metropolitan Manila,2022,9,16.48376951
Ilocos Norte,2022,9,0.428170001
Ilocos Sur,2022,9,0.536718959
La Union,2022,9,0.658802703
Pangasinan,2022,9,0.611810055
Batanes,2022,9,0.354756211
Cagayan,2022,9,0.417095953
Isabela,2022,9,0.435711248
Nueva Vizcaya,2022,9,0.338456253
Quirino,2022,9,0.316663948
Albay,2022,9,0.591983393
Camarines Norte,2022,9,0.230073164
Camarines Sur,2022,9,0.380919364
Catanduanes,2022,9,0.339335133
Masbate,2022,9,0.293247405
Sorsogon,2022,9,0.492960456
Aklan,2022,9,0.067975286
Antique,2022,9,0.075263041
Capiz,2022,9,0.03667043
Negros Occidental,2022,9,0.04337289
Bohol,2022,9,0.05527369
Cebu,2022,9,0.101806889
Negros Oriental,2022,9,0.05427735
Siquijor,2022,9,0.070561427
Eastern Samar,2022,9,0.286890229
Northern Samar,2022,9,0.320652755
Southern Leyte,2022,9,0.170740894
Samar,2022,9,0.206903539
Agusan Del Norte,2022,9,0
Agusan Del Sur,2022,9,0.07225191
Surigao Del Sur,2022,9,0.128016257
Lanao Del Sur,2022,9,0.070876955
Sulu,2022,9,0.084882425
Tawi-tawi,2022,9,0.172655348
Basilan,2022,9,0.002307827
Zamboanga Del Norte,2022,9,0.063464293
Bukidnon,2022,9,0.091593194
Camiguin,2022,9,0.005749003
Misamis Occidental,2022,9,0.052152461
Misamis Oriental,2022,9,0.090387314
Lanao Del Norte,2022,9,0.00174575
Davao Del Sur,2022,9,0.173796398
Davao Oriental,2022,9,0.222309908
North Cotabato,2022,9,0.171467638
Sultan Kudarat,2022,9,0.073024392
Bataan,2022,9,0.528237201
Bulacan,2022,9,1.139583421
Nueva Ecija,2022,9,0.470880519
Pampanga,2022,9,2.055218006
Tarlac,2022,9,0.799115665
Zambales,2022,9,0.252923507
Aurora,2022,9,0.280759206
Batangas,2022,9,1.514029284
Cavite,2022,9,3.753245342
Laguna,2022,9,2.247575042
Quezon,2022,9,0.331804412
Rizal,2022,9,1.65499901
Marinduque,2022,9,0.345801967
Mindoro Occidental,2022,9,0.216836715
Mindoro Oriental,2022,9,0.301520759
Palawan,2022,9,0.028252157
Romblon,2022,9,0.049057798
Guimaras,2022,10,0.470405299
Iloilo,2022,10,0.603518305
Biliran,2022,10,0.391351113
Leyte,2022,10,0.535586455
Saranggani,2022,10,0.162736146
South Cotabato,2022,10,0.186840671
Compostela,2022,10,0.359649513
Davao del Norte,2022,10,0.543474914
Zamboanga Sibugay,2022,10,0.278765718
Zamboanga Del Sur,2022,10,0.214407568
Dinagat,2022,10,0.391570657
Surigao Del Norte,2022,10,0.267644798
Maguindanao,2022,10,0.286540233
Shariff Kabunsuan,2022,10,0.348750793
Abra,2022,10,0.295131923
Apayao,2022,10,0.329983001
Benguet,2022,10,0.6257704
Ifugao,2022,10,0.336323036
Kalinga,2022,10,0.333761242
Mountain Province,2022,10,0.339356227
Metropolitan Manila,2022,10,19.66045158
Ilocos Norte,2022,10,0.454840057
Ilocos Sur,2022,10,0.496449415
La Union,2022,10,0.64671433
Pangasinan,2022,10,0.723583721
Batanes,2022,10,0.374667722
Cagayan,2022,10,0.403825423
Isabela,2022,10,0.385514762
Nueva Vizcaya,2022,10,0.36102981
Quirino,2022,10,0.301228084
Albay,2022,10,0.59627738
Camarines Norte,2022,10,0.353910415
Camarines Sur,2022,10,0.444445361
Catanduanes,2022,10,0.334741834
Masbate,2022,10,0.340727397
Sorsogon,2022,10,0.464594649
Aklan,2022,10,0.380071222
Antique,2022,10,0.381723637
Capiz,2022,10,0.348009233
Negros Occidental,2022,10,0.698251212
Bohol,2022,10,0.453006546
Cebu,2022,10,1.566958127
Negros Oriental,2022,10,0.369773933
Siquijor,2022,10,0.512312508
Eastern Samar,2022,10,0.316508722
Northern Samar,2022,10,0.341938882
Southern Leyte,2022,10,0.350139846
Samar,2022,10,0.315283024
Agusan Del Norte,2022,10,0.355903617
Agusan Del Sur,2022,10,0.205854814
Surigao Del Sur,2022,10,0.250175144
Lanao Del Sur,2022,10,0.329908932
Sulu,2022,10,0.2921327
Tawi-tawi,2022,10,0.248534118
Basilan,2022,10,0.26760781
Zamboanga Del Norte,2022,10,0.252864505
Bukidnon,2022,10,0.340662981
Camiguin,2022,10,0.274708365
Misamis Occidental,2022,10,0.27213014
Misamis Oriental,2022,10,0.72885397
Lanao Del Norte,2022,10,0.436990692
Davao Del Sur,2022,10,0.901140672
Davao Oriental,2022,10,0.299502456
North Cotabato,2022,10,0.304999878
Sultan Kudarat,2022,10,0.249149741
Bataan,2022,10,1.321918627
Bulacan,2022,10,1.617829233
Nueva Ecija,2022,10,0.566517471
Pampanga,2022,10,2.726318475
Tarlac,2022,10,0.874173966
Zambales,2022,10,0.498416472
Aurora,2022,10,0.265581718
Batangas,2022,10,1.458022371
Cavite,2022,10,4.352787648
Laguna,2022,10,2.179760994
Quezon,2022,10,0.393896077
Rizal,2022,10,1.672565333
Marinduque,2022,10,0.309267314
Mindoro Occidental,2022,10,0.268352728
Mindoro Oriental,2022,10,0.342859282
Palawan,2022,10,0.307317973
Romblon,2022,10,0.275487858
Guimaras,2022,11,0.401743853
Iloilo,2022,11,0.581651746
Biliran,2022,11,0.308393321
Leyte,2022,11,0.408202678
Saranggani,2022,11,0.301698871
South Cotabato,2022,11,0.725951685
Compostela,2022,11,0.320235785
Davao del Norte,2022,11,0.399212834
Zamboanga Sibugay,2022,11,0.23648661
Zamboanga Del Sur,2022,11,0.424588472
Dinagat,2022,11,0.355217279
Surigao Del Norte,2022,11,0.35271629
Maguindanao,2022,11,0.256137244
Shariff Kabunsuan,2022,11,0.280364692
Abra,2022,11,0.230574792
Apayao,2022,11,0.208327321
Benguet,2022,11,0.60458583
Ifugao,2022,11,0.229614682
Kalinga,2022,11,0.268354537
Mountain Province,2022,11,0.218073645
Metropolitan Manila,2022,11,22.71420068
Ilocos Norte,2022,11,0.379190602
Ilocos Sur,2022,11,0.468859011
La Union,2022,11,0.663135998
Pangasinan,2022,11,0.734262154
Batanes,2022,11,0.260566489
Cagayan,2022,11,0.326260625
Isabela,2022,11,0.33318164
Nueva Vizcaya,2022,11,0.263562943
Quirino,2022,11,0.226082307
Albay,2022,11,0.46395409
Camarines Norte,2022,11,0.342016258
Camarines Sur,2022,11,0.430739527
Catanduanes,2022,11,0.239524145
Masbate,2022,11,0.264901511
Sorsogon,2022,11,0.359548038
Aklan,2022,11,0.336669674
Antique,2022,11,0.366491631
Capiz,2022,11,0.380715057
Negros Occidental,2022,11,0.524782281
Bohol,2022,11,0.374540809
Cebu,2022,11,1.40598385
Negros Oriental,2022,11,0.312805033
Siquijor,2022,11,0.40195431
Eastern Samar,2022,11,0.206236078
Northern Samar,2022,11,0.241730488
Southern Leyte,2022,11,0.277519818
Samar,2022,11,0.221565173
Agusan Del Norte,2022,11,0.391196131
Agusan Del Sur,2022,11,0.184115555
Surigao Del Sur,2022,11,0.21920446
Lanao Del Sur,2022,11,0.238466671
Sulu,2022,11,0.267503018
Tawi-tawi,2022,11,0.256671858
Basilan,2022,11,0.266511491
Zamboanga Del Norte,2022,11,0.246156518
Bukidnon,2022,11,0.279525305
Camiguin,2022,11,0.259601039
Misamis Occidental,2022,11,0.285310639
Misamis Oriental,2022,11,0.690494215
Lanao Del Norte,2022,11,0.335026832
Davao Del Sur,2022,11,0.699655369
Davao Oriental,2022,11,0.25819498
North Cotabato,2022,11,0.249979374
Sultan Kudarat,2022,11,0.259550007
Bataan,2022,11,1.523472672
Bulacan,2022,11,1.860961909
Nueva Ecija,2022,11,0.544926757
Pampanga,2022,11,3.031648416
Tarlac,2022,11,0.837521282
Zambales,2022,11,0.434088195
Aurora,2022,11,0.225864062
Batangas,2022,11,2.422531005
Cavite,2022,11,4.338896422
Laguna,2022,11,2.457919887
Quezon,2022,11,0.386360673
Rizal,2022,11,2.027579651
Marinduque,2022,11,0.280484692
Mindoro Occidental,2022,11,0.238281377
Mindoro Oriental,2022,11,0.32297551
Palawan,2022,11,0.271470113
Romblon,2022,11,0.263828776
Guimaras,2022,12,0.233888073
Iloilo,2022,12,0.509622566
Biliran,2022,12,0.091430548
Leyte,2022,12,0.228530747
Saranggani,2022,12,0.245246648
South Cotabato,2022,12,0.514881292
Compostela,2022,12,0.277612936
Davao del Norte,2022,12,0.361422191
Zamboanga Sibugay,2022,12,0.229623171
Zamboanga Del Sur,2022,12,0.173254795
Dinagat,2022,12,0.236839669
Surigao Del Norte,2022,12,0.377614016
Maguindanao,2022,12,0.197542717
Shariff Kabunsuan,2022,12,0.233806512
Abra,2022,12,0.234589143
Apayao,2022,12,0.234277534
Benguet,2022,12,0.732197732
Ifugao,2022,12,0.23782593
Kalinga,2022,12,0.245257289
Mountain Province,2022,12,0.222034541
Metropolitan Manila,2022,12,18.07287884
Ilocos Norte,2022,12,0.421664732
Ilocos Sur,2022,12,0.516424934
La Union,2022,12,0.719144814
Pangasinan,2022,12,0.740298134
Batanes,2022,12,0.223561164
Cagayan,2022,12,0.295593173
Isabela,2022,12,0.317539566
Nueva Vizcaya,2022,12,0.28605894
Quirino,2022,12,0.271975859
Albay,2022,12,0.544466685
Camarines Norte,2022,12,0.303293844
Camarines Sur,2022,12,0.418370483
Catanduanes,2022,12,0.279318426
Masbate,2022,12,0.251803305
Sorsogon,2022,12,0.43272989
Aklan,2022,12,0.367279271
Antique,2022,12,0.307906304
Capiz,2022,12,0.3625599
Negros Occidental,2022,12,0.266014664
Bohol,2022,12,0.295402611
Cebu,2022,12,0.773275788
Negros Oriental,2022,12,0.135195291
Siquijor,2022,12,0.107118919
Eastern Samar,2022,12,0.171007697
Northern Samar,2022,12,0.225241448
Southern Leyte,2022,12,0.111573829
Samar,2022,12,0.208271686
Agusan Del Norte,2022,12,0.399899466
Agusan Del Sur,2022,12,0.204170028
Surigao Del Sur,2022,12,0.262992038
Lanao Del Sur,2022,12,0.219699294
Sulu,2022,12,0.235169438
Tawi-tawi,2022,12,0.194826723
Basilan,2022,12,0.131777527
Zamboanga Del Norte,2022,12,0.107822763
Bukidnon,2022,12,0.208714271
Camiguin,2022,12,0.006484145
Misamis Occidental,2022,12,0.048479104
Misamis Oriental,2022,12,0.149253365
Lanao Del Norte,2022,12,0.197632268
Davao Del Sur,2022,12,0.669230601
Davao Oriental,2022,12,0.20266902
North Cotabato,2022,12,0.159646062
Sultan Kudarat,2022,12,0.202279506
Bataan,2022,12,1.325712219
Bulacan,2022,12,1.616256788
Nueva Ecija,2022,12,0.567902559
Pampanga,2022,12,2.997635337
Tarlac,2022,12,0.860954448
Zambales,2022,12,0.501270277
Aurora,2022,12,0.224185954
Batangas,2022,12,1.387517199
Cavite,2022,12,3.943881724
Laguna,2022,12,2.181419501
Quezon,2022,12,0.359513521
Rizal,2022,12,1.893363717
Marinduque,2022,12,0.267125509
Mindoro Occidental,2022,12,0.223460132
Mindoro Oriental,2022,12,0.283432603
Palawan,2022,12,0.207730919
Romblon,2022,12,0.257215288
Guimaras,2023,1,0.43000148
Iloilo,2023,1,0.671231816
Biliran,2023,1,0.355629656
Leyte,2023,1,0.463992469
Saranggani,2023,1,0.192382714
South Cotabato,2023,1,0.647255957
Compostela,2023,1,0.280008269
Davao del Norte,2023,1,0.462523903
Zamboanga Sibugay,2023,1,0.254137195
Zamboanga Del Sur,2023,1,0.392667405
Dinagat,2023,1,0.305928883
Surigao Del Norte,2023,1,0.330869467
Maguindanao,2023,1,0.283496339
Shariff Kabunsuan,2023,1,0.317246924
Abra,2023,1,0.286470785
Apayao,2023,1,0.253486377
Benguet,2023,1,0.658619758
Ifugao,2023,1,0.266725161
Kalinga,2023,1,0.27312225
Mountain Province,2023,1,0.247241265
Metropolitan Manila,2023,1,20.89853603
Ilocos Norte,2023,1,0.463541704
Ilocos Sur,2023,1,0.513221414
La Union,2023,1,0.660002437
Pangasinan,2023,1,0.83355035
Batanes,2023,1,0.268253703
Cagayan,2023,1,0.324244583
Isabela,2023,1,0.340456632
Nueva Vizcaya,2023,1,0.309214727
Quirino,2023,1,0.258273737
Albay,2023,1,0.317208689
Camarines Norte,2023,1,0.274057055
Camarines Sur,2023,1,0.347220052
Catanduanes,2023,1,0.258026036
Masbate,2023,1,0.27816708
Sorsogon,2023,1,0.212145039
Aklan,2023,1,0.362731694
Antique,2023,1,0.33165783
Capiz,2023,1,0.370985039
Negros Occidental,2023,1,0.522265226
Bohol,2023,1,0.431086229
Cebu,2023,1,1.462613156
Negros Oriental,2023,1,0.361791737
Siquijor,2023,1,0.366441474
Eastern Samar,2023,1,0.225562513
Northern Samar,2023,1,0.220091849
Southern Leyte,2023,1,0.301557885
Samar,2023,1,0.240209584
Agusan Del Norte,2023,1,0.312373471
Agusan Del Sur,2023,1,0.172084601
Surigao Del Sur,2023,1,0.142286871
Lanao Del Sur,2023,1,0.30013812
Sulu,2023,1,0.233266113
Tawi-tawi,2023,1,0.283773514
Basilan,2023,1,0.241997308
Zamboanga Del Norte,2023,1,0.262438314
Bukidnon,2023,1,0.267030621
Camiguin,2023,1,0.14965397
Misamis Occidental,2023,1,0.305496169
Misamis Oriental,2023,1,0.47494397
Lanao Del Norte,2023,1,0.392554932
Davao Del Sur,2023,1,0.774094755
Davao Oriental,2023,1,0.252756925
North Cotabato,2023,1,0.282413743
Sultan Kudarat,2023,1,0.261713998
Bataan,2023,1,1.510418598
Bulacan,2023,1,1.86954804
Nueva Ecija,2023,1,0.60962104
Pampanga,2023,1,3.195440616
Tarlac,2023,1,0.950682598
Zambales,2023,1,0.604292922
Aurora,2023,1,0.241000915
Batangas,2023,1,1.414890753
Cavite,2023,1,4.070089624
Laguna,2023,1,2.353138961
Quezon,2023,1,0.36070297
Rizal,2023,1,2.063642249
Marinduque,2023,1,0.191569199
Mindoro Occidental,2023,1,0.208901917
Mindoro Oriental,2023,1,0.251278813
Palawan,2023,1,0.215676632
Romblon,2023,1,0.226999115
Guimaras,2023,2,0.45876913
Iloilo,2023,2,0.686511964
Biliran,2023,2,0.38169042
Leyte,2023,2,0.461950072
Saranggani,2023,2,0.317838845
South Cotabato,2023,2,0.738051722
Compostela,2023,2,0.348693728
Davao del Norte,2023,2,0.535013729
Zamboanga Sibugay,2023,2,0.271324113
Zamboanga Del Sur,2023,2,0.441784478
Dinagat,2023,2,0.348453888
Surigao Del Norte,2023,2,0.361085361
Maguindanao,2023,2,0.282449301
Shariff Kabunsuan,2023,2,0.317683721
Abra,2023,2,0.310882904
Apayao,2023,2,0.297259577
Benguet,2023,2,0.681201216
Ifugao,2023,2,0.282043201
Kalinga,2023,2,0.305543477
Mountain Province,2023,2,0.278780562
Metropolitan Manila,2023,2,20.06001351
Ilocos Norte,2023,2,0.504970887
Ilocos Sur,2023,2,0.599269432
La Union,2023,2,0.719051796
Pangasinan,2023,2,0.829716697
Batanes,2023,2,0.274188518
Cagayan,2023,2,0.364941563
Isabela,2023,2,0.387407621
Nueva Vizcaya,2023,2,0.3417316
Quirino,2023,2,0.311440295
Albay,2023,2,0.547159151
Camarines Norte,2023,2,0.368731953
Camarines Sur,2023,2,0.446809634
Catanduanes,2023,2,0.331839023
Masbate,2023,2,0.342035906
Sorsogon,2023,2,0.431941386
Aklan,2023,2,0.446138802
Antique,2023,2,0.406084787
Capiz,2023,2,0.446572298
Negros Occidental,2023,2,0.599500065
Bohol,2023,2,0.452972871
Cebu,2023,2,1.488574941
Negros Oriental,2023,2,0.395395734
Siquijor,2023,2,0.454757628
Eastern Samar,2023,2,0.287383113
Northern Samar,2023,2,0.321575175
Southern Leyte,2023,2,0.306825313
Samar,2023,2,0.29813688
Agusan Del Norte,2023,2,0.400049611
Agusan Del Sur,2023,2,0.248471909
Surigao Del Sur,2023,2,0.26837188
Lanao Del Sur,2023,2,0.317988152
Sulu,2023,2,0.26417675
Tawi-tawi,2023,2,0.26192302
Basilan,2023,2,0.272357956
Zamboanga Del Norte,2023,2,0.261694196
Bukidnon,2023,2,0.330275057
Camiguin,2023,2,0.330428394
Misamis Occidental,2023,2,0.308514467
Misamis Oriental,2023,2,0.764064739
Lanao Del Norte,2023,2,0.421959283
Davao Del Sur,2023,2,0.883527657
Davao Oriental,2023,2,0.272152553
North Cotabato,2023,2,0.307042361
Sultan Kudarat,2023,2,0.273630974
Bataan,2023,2,1.436431095
Bulacan,2023,2,1.931063678
Nueva Ecija,2023,2,0.902210139
Pampanga,2023,2,3.319145924
Tarlac,2023,2,0.966154
Zambales,2023,2,0.551219866
Aurora,2023,2,0.276268948
Batangas,2023,2,1.522203855
Cavite,2023,2,4.363214302
Laguna,2023,2,2.409190004
Quezon,2023,2,0.40773947
Rizal,2023,2,1.970035798
Marinduque,2023,2,0.332374309
Mindoro Occidental,2023,2,0.297308162
Mindoro Oriental,2023,2,0.358840359
Palawan,2023,2,0.291753627
Romblon,2023,2,0.308976517
Guimaras,2023,3,0.508304102
Iloilo,2023,3,0.822445746
Biliran,2023,3,0.495485352
Leyte,2023,3,0.594076567
Saranggani,2023,3,0.430972957
South Cotabato,2023,3,0.88170016
Compostela,2023,3,0.452985129
Davao del Norte,2023,3,0.684845835
Zamboanga Sibugay,2023,3,0.369839532
Zamboanga Del Sur,2023,3,0.583398493
Dinagat,2023,3,0.447911701
Surigao Del Norte,2023,3,0.467761067
Maguindanao,2023,3,0.432995071
Shariff Kabunsuan,2023,3,0.464711005
Abra,2023,3,0.37267047
Apayao,2023,3,0.30462456
Benguet,2023,3,0.837035088
Ifugao,2023,3,0.373493424
Kalinga,2023,3,0.345957353
Mountain Province,2023,3,0.380120518
Metropolitan Manila,2023,3,23.9736888
Ilocos Norte,2023,3,0.604084261
Ilocos Sur,2023,3,0.619377133
La Union,2023,3,0.790999722
Pangasinan,2023,3,0.886394617
Batanes,2023,3,0.337332547
Cagayan,2023,3,0.41885305
Isabela,2023,3,0.447556885
Nueva Vizcaya,2023,3,0.411251652
Quirino,2023,3,0.328694824
Albay,2023,3,0.71276194
Camarines Norte,2023,3,0.473547377
Camarines Sur,2023,3,0.593244765
Catanduanes,2023,3,0.417516754
Masbate,2023,3,0.441724445
Sorsogon,2023,3,0.540095044
Aklan,2023,3,0.552888965
Antique,2023,3,0.586407455
Capiz,2023,3,0.587433193
Negros Occidental,2023,3,0.730855054
Bohol,2023,3,0.569010378
Cebu,2023,3,1.667754467
Negros Oriental,2023,3,0.512178413
Siquijor,2023,3,0.572327496
Eastern Samar,2023,3,0.380321636
Northern Samar,2023,3,0.428514266
Southern Leyte,2023,3,0.422886317
Samar,2023,3,0.407290741
Agusan Del Norte,2023,3,0.553205997
Agusan Del Sur,2023,3,0.352231387
Surigao Del Sur,2023,3,0.377131986
Lanao Del Sur,2023,3,0.455326674
Sulu,2023,3,0.407867575
Tawi-tawi,2023,3,0.459730888
Basilan,2023,3,0.399496699
Zamboanga Del Norte,2023,3,0.376313988
Bukidnon,2023,3,0.442545773
Camiguin,2023,3,0.413057726
Misamis Occidental,2023,3,0.418406447
Misamis Oriental,2023,3,0.917177006
Lanao Del Norte,2023,3,0.558336895
Davao Del Sur,2023,3,1.039867484
Davao Oriental,2023,3,0.367579265
North Cotabato,2023,3,0.406785022
Sultan Kudarat,2023,3,0.408421806
Bataan,2023,3,1.732753129
Bulacan,2023,3,2.214486713
Nueva Ecija,2023,3,0.813227749
Pampanga,2023,3,3.713171116
Tarlac,2023,3,1.059816481
Zambales,2023,3,0.66883566
Aurora,2023,3,0.33823768
Batangas,2023,3,2.025799253
Cavite,2023,3,5.602887313
Laguna,2023,3,3.136985954
Quezon,2023,3,0.548153009
Rizal,2023,3,2.477109835
Marinduque,2023,3,0.462099933
Mindoro Occidental,2023,3,0.462763547
Mindoro Oriental,2023,3,0.477736902
Palawan,2023,3,0.447753758
Romblon,2023,3,0.39346138
Guimaras,2023,4,0.710146666
Iloilo,2023,4,0.957562319
Biliran,2023,4,0.635480633
Leyte,2023,4,0.765557229
Saranggani,2023,4,0.593536427
South Cotabato,2023,4,1.082073456
Compostela,2023,4,0.59733354
Davao del Norte,2023,4,0.825868813
Zamboanga Sibugay,2023,4,0.472737751
Zamboanga Del Sur,2023,4,0.676332494
Dinagat,2023,4,0.655657834
Surigao Del Norte,2023,4,0.634141875
Maguindanao,2023,4,0.593583704
Shariff Kabunsuan,2023,4,0.610120509
Abra,2023,4,0.521632823
Apayao,2023,4,0.501183202
Benguet,2023,4,0.865326048
Ifugao,2023,4,0.592058396
Kalinga,2023,4,0.527593833
Mountain Province,2023,4,0.513459145
Metropolitan Manila,2023,4,22.54613399
Ilocos Norte,2023,4,0.687545594
Ilocos Sur,2023,4,0.769191469
La Union,2023,4,0.956702202
Pangasinan,2023,4,0.979603249
Batanes,2023,4,0.511318687
Cagayan,2023,4,0.576869822
Isabela,2023,4,0.594799582
Nueva Vizcaya,2023,4,0.577978908
Quirino,2023,4,0.483085203
Albay,2023,4,0.858990856
Camarines Norte,2023,4,0.627003808
Camarines Sur,2023,4,0.730577064
Catanduanes,2023,4,0.56179233
Masbate,2023,4,0.579670655
Sorsogon,2023,4,0.70296045
Aklan,2023,4,0.721949782
Antique,2023,4,0.672980058
Capiz,2023,4,0.70075255
Negros Occidental,2023,4,0.904117172
Bohol,2023,4,0.756920138
Cebu,2023,4,1.78437315
Negros Oriental,2023,4,0.659216299
Siquijor,2023,4,0.733119209
Eastern Samar,2023,4,0.514848069
Northern Samar,2023,4,0.535501394
Southern Leyte,2023,4,0.585194097
Samar,2023,4,0.514289138
Agusan Del Norte,2023,4,0.710796619
Agusan Del Sur,2023,4,0.488307791
Surigao Del Sur,2023,4,0.501913958
Lanao Del Sur,2023,4,0.571598982
Sulu,2023,4,0.507140271
Tawi-tawi,2023,4,0.504439844
Basilan,2023,4,0.464423378
Zamboanga Del Norte,2023,4,0.489342078
Bukidnon,2023,4,0.539153611
Camiguin,2023,4,0.530132364
Misamis Occidental,2023,4,0.521178199
Misamis Oriental,2023,4,1.004887827
Lanao Del Norte,2023,4,0.652699928
Davao Del Sur,2023,4,1.145672463
Davao Oriental,2023,4,0.501522556
North Cotabato,2023,4,0.548875468
Sultan Kudarat,2023,4,0.582831379
Bataan,2023,4,2.207636158
Bulacan,2023,4,2.175031592
Nueva Ecija,2023,4,0.895296737
Pampanga,2023,4,3.305864013
Tarlac,2023,4,1.13412565
Zambales,2023,4,0.713693733
Aurora,2023,4,0.48801238
Batangas,2023,4,1.962237464
Cavite,2023,4,5.192897028
Laguna,2023,4,2.928714864
Quezon,2023,4,0.682653635
Rizal,2023,4,2.573012432
Marinduque,2023,4,0.585651491
Mindoro Occidental,2023,4,0.493340447
Mindoro Oriental,2023,4,0.595322756
Palawan,2023,4,0.514462448
Romblon,2023,4,0.550158709
Guimaras,2023,5,0.585008551
Iloilo,2023,5,0.793176364
Biliran,2023,5,0.607936783
Leyte,2023,5,0.701958926
Saranggani,2023,5,0.354344133
South Cotabato,2023,5,0.782389007
Compostela,2023,5,0.473501696
Davao del Norte,2023,5,0.684293497
Zamboanga Sibugay,2023,5,0.293369441
Zamboanga Del Sur,2023,5,0.521769847
Dinagat,2023,5,0.579420761
Surigao Del Norte,2023,5,0.597402907
Maguindanao,2023,5,0.250382384
Shariff Kabunsuan,2023,5,0.221799307
Abra,2023,5,0.431029406
Apayao,2023,5,0.436050193
Benguet,2023,5,0.791304607
Ifugao,2023,5,0.432282266
Kalinga,2023,5,0.443982174
Mountain Province,2023,5,0.419032996
Metropolitan Manila,2023,5,14.53094252
Ilocos Norte,2023,5,0.631371615
Ilocos Sur,2023,5,0.701096028
La Union,2023,5,0.891396946
Pangasinan,2023,5,0.87504116
Batanes,2023,5,0.458663175
Cagayan,2023,5,0.556487299
Isabela,2023,5,0.579953784
Nueva Vizcaya,2023,5,0.499560899
Quirino,2023,5,0.454721174
Albay,2023,5,0.838329041
Camarines Norte,2023,5,0.574679655
Camarines Sur,2023,5,0.717731334
Catanduanes,2023,5,0.49170817
Masbate,2023,5,0.52262694
Sorsogon,2023,5,0.662490218
Aklan,2023,5,0.61518495
Antique,2023,5,0.510983326
Capiz,2023,5,0.619456775
Negros Occidental,2023,5,0.695677105
Bohol,2023,5,0.57991585
Cebu,2023,5,1.625339982
Negros Oriental,2023,5,0.525863419
Siquijor,2023,5,0.600704152
Eastern Samar,2023,5,0.439545205
Northern Samar,2023,5,0.485748449
Southern Leyte,2023,5,0.489037057
Samar,2023,5,0.456931727
Agusan Del Norte,2023,5,0.646207087
Agusan Del Sur,2023,5,0.438204159
Surigao Del Sur,2023,5,0.449942036
Lanao Del Sur,2023,5,0.472554202
Sulu,2023,5,0.411062997
Tawi-tawi,2023,5,0.388022936
Basilan,2023,5,0.434852794
Zamboanga Del Norte,2023,5,0.379838722
Bukidnon,2023,5,0.465915775
